Id,Year,Variety,Owner,IdOwnerVarietyYear,Species,Country,Region,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,CleanCup,Sweetness,CupperPoints,TotalCupPoints,Color,AltitudeLowMeters,AltitudeHighMeters,AltitudeMeanMeters
425,2014,Typica,Cqi Taiwan Icp CqiÂè∞«Å£≈êàƒΩåÂ§•ƒº¥,"425, Cqi Taiwan Icp CqiÂè∞«Å£≈êàƒΩåÂ§•ƒº¥, 2014, Typica",Arabica,Taiwan,ÂçóÊäïÂúãÂßì,7.92,7.83,7.75,7.58,7.5,7.33,10,10,10,7.33,83.25,Green,800,800,800
426,2014,Caturra,Compa„±Ia Colombiana Agroindustrial S.A,"426, Compa„±Ia Colombiana Agroindustrial S.A, 2014, Caturra",Arabica,Colombia,eje cafetero,7.58,7.58,7.5,7.58,7.58,7.75,10,10,10,7.67,83.25,Green,1483,1483,1483
427,2014,Caturra,Juan Luis Alvarado Romero,"427, Juan Luis Alvarado Romero, 2014, Caturra",Arabica,Guatemala,antigua,7.5,7.67,7.58,7.67,7.67,7.5,10,10,10,7.67,83.25,Green,1500,1500,1500
428,2013,Caturra,Exportadora De Cafe Condor S.A,"428, Exportadora De Cafe Condor S.A, 2013, Caturra",Arabica,Colombia,huila,7.83,7.5,7.67,7.33,7.67,7.67,10,10,10,7.58,83.25,Green,1750,1750,1750
429,2013,Bourbon,Calixto Guillen Vazquez,"429, Calixto Guillen Vazquez, 2013, Bourbon",Arabica,Mexico,chiapas,7.58,7.75,7.5,7.5,7.58,7.58,10,10,10,7.75,83.25,Green,1300,1300,1300
430,2012,Hawaiian Kona,Kona Pacific Farmers Cooperative,"430, Kona Pacific Farmers Cooperative, 2012, Hawaiian Kona",Arabica,United States,kona,7.58,7.75,7.83,8,8.08,7.67,9.33,10,9.33,7.67,83.25,Bluish-Green,,,
431,2012,Mundo Novo,Ernesto Rodriguez Luna,"431, Ernesto Rodriguez Luna, 2012, Mundo Novo",Arabica,Mexico,veracruz,7.75,7.58,7.58,7.58,7.5,7.58,10,10,10,7.67,83.25,Green,,,
432,2012,Caturra,Modesto Landeros Flores,"432, Modesto Landeros Flores, 2012, Caturra",Arabica,Mexico,fort√≠n de las flores,7.75,7.75,7.42,7.92,7.33,7.5,10,10,10,7.58,83.25,Blue-Green,1000,1000,1000
433,2012,Bourbon,Juan Luis Alvarado Romero,"433, Juan Luis Alvarado Romero, 2012, Bourbon",Arabica,Guatemala,oriente,7.83,7.58,7.08,7.83,7.42,8.08,10,10,10,7.42,83.25,Green,399.483072,399.483072,399.483072
434,2012,Yellow Bourbon,Nucoffee,"434, Nucoffee, 2012, Yellow Bourbon",Arabica,Brazil,grama valley,7.75,7.67,7.5,7.58,7.58,7.58,10,10,10,7.58,83.25,Blue-Green,1200,1200,1200
435,2012,Caturra,Exportadora De Cafe Condor S.A,"435, Exportadora De Cafe Condor S.A, 2012, Caturra",Arabica,Colombia,huila,7.67,7.58,7.58,7.42,7.83,7.58,10,10,10,7.58,83.25,Green,175,175,175
436,2012,Caturra,Racafe & Cia S.C.A,"436, Racafe & Cia S.C.A, 2012, Caturra",Arabica,Colombia,la plata,7.67,7.67,7.5,7.5,7.58,7.67,10,10,10,7.67,83.25,Green,1600,1950,1775
437,2011,,Exportadora De Cafe Condor S.A,"437, Exportadora De Cafe Condor S.A, 2011",Arabica,Colombia,huila,7.92,7.75,7.25,7.42,7.83,7.58,10,10,10,7.5,83.25,,1600,1800,1700
438,2010,,Exportadora De Cafe Condor S.A,"438, Exportadora De Cafe Condor S.A, 2010",Arabica,Colombia,cauca,8,7.67,7.67,7.25,7.67,7.5,10,10,10,7.5,83.25,,1880,1880,1880
439,2010,,Exportadora De Cafe Condor S.A,"439, Exportadora De Cafe Condor S.A, 2010",Arabica,Colombia,cundinamarca,7.92,7.75,7.5,7.42,7.42,7.67,10,10,10,7.58,83.25,,1800,1800,1800
440,2017,Bourbon,Ipanema Coffees,"440, Ipanema Coffees, 2017, Bourbon",Arabica,Brazil,south of minas,7.67,7.42,7.5,7.58,7.67,7.58,10,10,10,7.75,83.17,Green,890,890,890
441,2017,Bourbon,Juan Luis Alvarado Romero,"441, Juan Luis Alvarado Romero, 2017, Bourbon",Arabica,Guatemala,oriente,7.58,7.58,7.33,7.67,7.75,7.58,10,10,10,7.67,83.17,Green,1901,1901,1901
442,2016,Bourbon,Taylor Winch (T) Ltd,"442, Taylor Winch (T) Ltd, 2016, Bourbon",Arabica,Tanzania,moshi,7.67,7.58,7.42,7.67,7.67,7.58,10,10,10,7.58,83.17,Green,168,168,168
443,2017,,Andrea Bernal,"443, Andrea Bernal, 2017",Arabica,Peru,,7.92,7.5,7.5,7.58,7.67,7.5,10,10,10,7.5,83.17,Green,,,
444,2017,Catimor,"Sunvirtue Co., Ltd.","444, Sunvirtue Co., Ltd., 2017, Catimor",Arabica,Vietnam,dala,7.58,7.42,7.08,7.33,7.58,8.58,10,10,10,7.58,83.17,None,1550,1550,1550
445,2016,Caturra,Juan Luis Alvarado Romero,"445, Juan Luis Alvarado Romero, 2016, Caturra",Arabica,Guatemala,antigua,7.67,7.75,7.42,7.75,7.58,7.5,10,10,10,7.5,83.17,Green,1500,1500,1500
446,2016,Catuai,Cadexsa,"446, Cadexsa, 2016, Catuai",Arabica,Honduras,marcala,7.67,7.67,7.5,7.67,7.5,7.67,10,10,10,7.5,83.17,Blue-Green,1450,1450,1450
447,2015,Catimor,Yunnan Coffee Exchange,"447, Yunnan Coffee Exchange, 2015, Catimor",Arabica,China,yunnan,7.5,7.67,7.33,7.67,7.67,7.67,10,10,10,7.67,83.17,Green,1200,1200,1200
448,2015,Catimor,Yunnan Coffee Exchange,"448, Yunnan Coffee Exchange, 2015, Catimor",Arabica,China,dehong prefecture,7.67,7.67,7.5,7.67,7.42,7.58,10,10,10,7.67,83.17,Green,1600,1600,1600
449,2016,Bourbon,Consejo Salvadore„±O Del Caf„©,"449, Consejo Salvadore„±O Del Caf„©, 2016, Bourbon",Arabica,El Salvador,apaneca,7.5,7.5,7.33,7.67,8,7.67,10,10,10,7.5,83.17,Green,1350,1350,1350
450,2015,Bourbon,Juan Luis Alvarado Romero,"450, Juan Luis Alvarado Romero, 2015, Bourbon",Arabica,Guatemala,antigua,7.5,7.75,7.5,7.83,7.58,7.5,10,10,10,7.5,83.17,Green,1500,1500,1500
451,2015,Bourbon,Juan Luis Alvarado Romero,"451, Juan Luis Alvarado Romero, 2015, Bourbon",Arabica,Guatemala,oriente,7.92,7.67,7.42,7.75,7.5,7.5,10,10,10,7.42,83.17,Green,1400,1900,1650
452,2014,SL28,Taylor Winch (Coffee) Ltd.,"452, Taylor Winch (Coffee) Ltd., 2014, SL28",Arabica,Kenya,kenya,7.83,7.75,7.67,7.75,7.83,8.5,9.33,9.33,9.33,7.83,83.17,Bluish-Green,1,500,250.5
453,2014,,Doi Tung Development Project,"453, Doi Tung Development Project, 2014",Arabica,Thailand,thailand,7.67,7.58,7.58,7.75,7.42,7.67,10,10,10,7.5,83.17,Bluish-Green,800,800,800
454,2014,Other,Tutunze Kahawa Ltd,"454, Tutunze Kahawa Ltd, 2014, Other",Arabica,Tanzania,mbinga,7.58,7.67,7.67,7.58,7.42,7.58,10,10,10,7.67,83.17,Bluish-Green,1653,1653,1653
455,2014,Caturra,Racafe & Cia S.C.A,"455, Racafe & Cia S.C.A, 2014, Caturra",Arabica,Colombia,huila,7.58,7.5,7.5,7.67,7.5,7.67,10,10,10,7.75,83.17,,1600,1950,1775
456,2014,SL14,Kabum Trading Company,"456, Kabum Trading Company, 2014, SL14",Arabica,Uganda,eastern,8,7.67,7.5,7.42,7.33,7.58,10,10,10,7.67,83.17,Bluish-Green,1800,1800,1800
457,2014,,Cafe Politico,"457, Cafe Politico, 2014",Arabica,Colombia,,7.58,7.75,7.5,7.58,7.58,7.58,10,10,10,7.58,83.17,Green,,,
458,2013,Catuai,Mayra Yessenia Torres,"458, Mayra Yessenia Torres, 2013, Catuai",Arabica,Honduras,san marcos,7.5,7.5,7.5,7.67,7.67,7.67,10,10,10,7.67,83.17,Green,1450,1450,1450
459,2014,Caturra,,"459, 2014, Caturra",Arabica,Honduras,comayagua,7.67,7.67,7.5,7.67,7.5,7.67,10,10,10,7.5,83.17,Green,1350,1350,1350
460,2014,Catuai,Juan Luis Alvarado Romero,"460, Juan Luis Alvarado Romero, 2014, Catuai",Arabica,Guatemala,san marcos,7.33,7.83,7.17,8.17,7.33,7.67,10,10,10,7.67,83.17,Green,464.5152,464.5152,464.5152
461,2013,Hawaiian Kona,Eileen Koyanagi,"461, Eileen Koyanagi, 2013, Hawaiian Kona",Arabica,United States,kona,7.5,7.5,7.58,7.42,7.92,7.67,10,10,10,7.58,83.17,Bluish-Green,,,
462,2014,Bourbon,Balam Hinyula,"462, Balam Hinyula, 2014, Bourbon",Arabica,Tanzania,kilimanjaro,7.58,7.5,7.58,7.75,7.58,7.58,10,10,10,7.58,83.17,Green,1800,1800,1800
463,2013,Bourbon,Juan Luis Alvarado Romero,"463, Juan Luis Alvarado Romero, 2013, Bourbon",Arabica,Guatemala,oriente,7.67,7.83,7.33,7.67,7.5,7.67,10,10,10,7.5,83.17,Green,399.483072,399.483072,399.483072
464,2013,Typica,Nestor Mendez Gomez,"464, Nestor Mendez Gomez, 2013, Typica",Arabica,Mexico,chiapas,7.75,7.58,7.58,7.58,7.5,7.42,10,10,10,7.75,83.17,Green,1500,1500,1500
465,2012,Typica,Saul M. Hernandez Ramirez,"465, Saul M. Hernandez Ramirez, 2012, Typica",Arabica,Mexico,"tlanchinol, hidalgo",7.75,7.67,7.58,7.5,7.42,7.58,10,10,10,7.67,83.17,None,532,532,532
466,2012,Pacamara,Saul M. Hernandez Ramirez,"466, Saul M. Hernandez Ramirez, 2012, Pacamara",Arabica,Mexico,san bartolo tutotepec,7.58,7.75,7.42,7.67,7.5,7.58,10,10,10,7.67,83.17,None,1089,1089,1089
467,2012,Caturra,Racafe & Cia S.C.A,"467, Racafe & Cia S.C.A, 2012, Caturra",Arabica,Colombia,huila,7.67,7.5,7.5,7.5,7.58,8.17,10,10,10,7.25,83.17,Green,1600,1950,1775
468,2012,Typica,Fernando Mendoza Aparicio,"468, Fernando Mendoza Aparicio, 2012, Typica",Arabica,Mexico,san isidro,7.75,7.5,7.42,7.75,7.58,7.58,10,10,10,7.58,83.17,Green,700,700,700
469,2012,Caturra,Exportadora De Cafe Condor S.A,"469, Exportadora De Cafe Condor S.A, 2012, Caturra",Arabica,Colombia,huila,7.58,7.67,7.5,7.58,7.67,7.67,10,10,10,7.5,83.17,Blue-Green,1750,1750,1750
470,2012,Typica,Alfredo Bojalil,"470, Alfredo Bojalil, 2012, Typica",Arabica,Mexico,la concordia,7.5,7.75,7.58,7.58,7.67,7.5,10,10,10,7.58,83.17,,1380,1380,1380
471,2012,Mundo Novo,Nucoffee,"471, Nucoffee, 2012, Mundo Novo",Arabica,Brazil,south of minas,7.75,7.67,7.58,7.5,7.58,7.58,10,10,10,7.5,83.17,Green,1000,1000,1000
472,2012,Mundo Novo,Nucoffee,"472, Nucoffee, 2012, Mundo Novo",Arabica,Brazil,mogiana,7.92,7.58,7.5,7.58,7.42,7.5,10,10,10,7.67,83.17,Green,950,950,950
473,2012,Bourbon,Felipe Isaza,"473, Felipe Isaza, 2012, Bourbon",Arabica,Guatemala,oriente,7.75,7.5,7.67,7.5,7.92,8,10,10,9.33,7.5,83.17,Green,427.353984,427.353984,427.353984
474,2011,Mundo Novo,Nucoffee,"474, Nucoffee, 2011, Mundo Novo",Arabica,Brazil,south of minas,7.75,7.5,7.58,7.5,7.75,7.5,10,10,10,7.58,83.17,Blue-Green,1000,1000,1000
475,2011,,Nucoffee,"475, Nucoffee, 2011",Arabica,Brazil,south of minas,7.58,7.75,7.67,7.5,7.67,7.58,10,10,10,7.42,83.17,,900,900,900
476,2010,,The Coffee Source Inc.,"476, The Coffee Source Inc., 2010",Arabica,El Salvador,santa ana,7.42,7.83,8.17,8.08,7.17,7.58,10,9.33,10,7.58,83.17,,1200,1200,1200
477,,,Ethiopia Commodity Exchange,"477, Ethiopia Commodity Exchange",Arabica,Ethiopia,limu,7.75,8,7.67,8.08,7.83,7.92,9.33,9.33,9.33,7.92,83.17,,1850,1850,1850
478,2016,Caturra,Carcafe Ltda Ci,"478, Carcafe Ltda Ci, 2016, Caturra",Arabica,Colombia,cundinamarca,7.58,7.67,7.33,7.67,7.75,7.58,10,10,10,7.5,83.08,Green,1799,1799,1799
479,2016,Caturra,Racafe & Cia S.C.A,"479, Racafe & Cia S.C.A, 2016, Caturra",Arabica,Colombia,huila,7.75,7.5,7.5,7.42,8,7.75,10,10,10,7.17,83.08,Green,,,
480,2015,Yellow Bourbon,Ipanema Coffees,"480, Ipanema Coffees, 2015, Yellow Bourbon",Arabica,Brazil,south of minas,7.58,7.58,7.58,7.5,7.67,7.58,10,10,10,7.58,83.08,Bluish-Green,905,905,905
481,2015,Yellow Bourbon,Ipanema Coffees,"481, Ipanema Coffees, 2015, Yellow Bourbon",Arabica,Brazil,south of minas,7.33,7.67,7.67,7.33,7.75,7.42,10,10,10,7.92,83.08,Green,1,1,1
482,2015,Typica,"Lin, Che-Hao Krude ∆ûó≈ì≤»±™","482, Lin, Che-Hao Krude ∆ûó≈ì≤»±™, 2015, Typica",Arabica,Taiwan,"dongshan dist., tainan city Ëá∫ÂçóÂ∏ÇÊù±Â±±ÂçÄ",7.83,7.92,7.5,7.83,7.67,7.25,9.33,10,10,7.75,83.08,Green,700,800,750
483,2015,Mundo Novo,Bourbon Specialty Coffees,"483, Bourbon Specialty Coffees, 2015, Mundo Novo",Arabica,Brazil,chapad√£o de ferro (cerrado mineiro),7.42,7.67,7.58,7.5,7.75,7.67,10,10,10,7.5,83.08,Green,,,
484,2014,Bourbon,Ipanema Coffees,"484, Ipanema Coffees, 2014, Bourbon",Arabica,Brazil,south of minas,7.58,7.83,7.67,7.42,7.42,7.5,10,10,10,7.67,83.08,Green,1200,1200,1200
485,2014,Catuai,Eric Thormaehlen,"485, Eric Thormaehlen, 2014, Catuai",Arabica,Costa Rica,central valley,7.83,7.33,7.5,7.67,7.58,7.67,10,10,10,7.5,83.08,Green,1200,1400,1300
486,2013,Hawaiian Kona,Eileen Koyanagi,"486, Eileen Koyanagi, 2013, Hawaiian Kona",Arabica,United States,kona,7.33,7.75,7.58,7.33,7.83,7.67,10,10,10,7.58,83.08,Bluish-Green,,,
487,2013,Typica,Cqi Taiwan Icp CqiÂè∞«Å£≈êàƒΩåÂ§•ƒº¥,"487, Cqi Taiwan Icp CqiÂè∞«Å£≈êàƒΩåÂ§•ƒº¥, 2013, Typica",Arabica,Taiwan,chiayi alishan ÂòâÁæ©Á∏£ÈòøÈáåÂ±±ÈÑâ,7.75,7.75,7.5,7.5,7.5,7.5,10,10,10,7.58,83.08,,1300,1300,1300
488,2012,Hawaiian Kona,Kona Pacific Farmers Cooperative,"488, Kona Pacific Farmers Cooperative, 2012, Hawaiian Kona",Arabica,United States,kona,7.83,7.83,7.33,7.17,7.75,7.67,10,10,10,7.5,83.08,Bluish-Green,,,
489,2012,Other,Maria Luisa Del Carmen Rojas Narvaez,"489, Maria Luisa Del Carmen Rojas Narvaez, 2012, Other",Arabica,Mexico,santa catarina juquila,7.75,7.67,7.42,7.75,7.5,7.5,10,10,10,7.5,83.08,,1400,1400,1400
490,2012,Hawaiian Kona,Kona Pacific Farmers Cooperative,"490, Kona Pacific Farmers Cooperative, 2012, Hawaiian Kona",Arabica,United States,kona,7.67,7.58,7.5,7.67,7.92,8,9.33,9.33,10,8.08,83.08,,,,
491,2012,Hawaiian Kona,Kona Pacific Farmers Cooperative,"491, Kona Pacific Farmers Cooperative, 2012, Hawaiian Kona",Arabica,United States,kona,7.33,7.58,7.58,7.92,7.67,7.58,10,10,10,7.42,83.08,Green,,,
492,,Caturra,Racafe & Cia S.C.A,"492, Racafe & Cia S.C.A, Caturra",Arabica,Colombia,huila,7.33,7.33,7.33,7.58,7.25,8.08,10,10,10,8.17,83.08,,1600,1950,1775
493,2010,,Exportadora De Cafe Condor S.A,"493, Exportadora De Cafe Condor S.A, 2010",Arabica,Colombia,cauca,7.83,7.75,7.33,7.25,7.42,7.92,10,10,10,7.58,83.08,,1880,1880,1880
494,2010,,Specialty Coffee Association Of Indonesia,"494, Specialty Coffee Association Of Indonesia, 2010",Arabica,Indonesia,dolok sanggul,7.67,7.58,7.5,7.58,7.67,7.58,10,10,10,7.5,83.08,,1300,1400,1350
495,,,Chris Finch,"495, Chris Finch",Arabica,Guatemala,,7.92,7.67,7.67,7.25,7.83,7.67,9.33,10,10,7.75,83.08,,,,
496,2017,Bourbon,Ipanema Coffees,"496, Ipanema Coffees, 2017, Bourbon",Arabica,Brazil,south of minas,7.58,7.5,7.5,7.75,7.67,7.5,10,10,10,7.5,83,Green,890,890,890
497,2016,Bourbon,Ipanema Coffees,"497, Ipanema Coffees, 2016, Bourbon",Arabica,Brazil,south of minas,7.5,7.58,7.58,7.67,7.58,7.5,10,10,10,7.58,83,Green,894,894,894
498,2016,Bourbon,Ipanema Coffees,"498, Ipanema Coffees, 2016, Bourbon",Arabica,Brazil,south of minas,7.5,7.67,7.58,7.67,7.58,7.42,10,10,10,7.58,83,Bluish-Green,872,872,872
499,2015,Bourbon,Ucfa,"499, Ucfa, 2015, Bourbon",Arabica,Uganda,"kasese, mt. rwenzori",7.67,7.58,7.42,7.42,7.83,7.5,10,10,10,7.58,83,Green,1473,1473,1473
500,2015,Bourbon,Ucfa,"500, Ucfa, 2015, Bourbon",Arabica,Uganda,"kasese, mt. rwenzori",7.67,7.67,7.5,7.58,7.42,7.5,10,10,10,7.67,83,Green,1645,1645,1645
501,2016,,Carcafe Ltda Ci,"501, Carcafe Ltda Ci, 2016",Arabica,Colombia,huila,7.67,7.67,7.33,7.67,7.5,7.58,10,10,10,7.58,83,Green,442,442,442
502,2014,Caturra,"Sunvirtue Co., Ltd.","502, Sunvirtue Co., Ltd., 2014, Caturra",Arabica,Vietnam,vietnam cau dat,7.75,7.67,7.58,7.58,7.42,7.67,9.33,10,10,8,83,Green,1550,1550,1550
503,2015,Catuai,Juan Luis Alvarado Romero,"503, Juan Luis Alvarado Romero, 2015, Catuai",Arabica,Guatemala,nuevo oriente,7.67,7.75,7.33,7.92,7.42,7.5,10,10,10,7.42,83,Green,1300,1800,1550
504,2015,Catuai,Juan Luis Alvarado Romero,"504, Juan Luis Alvarado Romero, 2015, Catuai",Arabica,Guatemala,"el tumbador, san marcos",7.75,7.67,7.33,7.75,7.5,7.42,10,10,10,7.58,83,Green,418.06368,418.06368,418.06368
505,2015,Bourbon,Juan Luis Alvarado Romero,"505, Juan Luis Alvarado Romero, 2015, Bourbon",Arabica,Guatemala,antigua,7.83,7.67,7.25,7.67,7.75,7.5,10,10,10,7.33,83,Green,1500,1500,1500
506,2014,Catuai,Irene Alves Santos,"506, Irene Alves Santos, 2014, Catuai",Arabica,Brazil,high mogiana,7.67,7.67,7.67,7.5,7.42,7.5,10,10,10,7.58,83,Green,900,1100,1000
507,2014,Typica,Cqi Taiwan Icp CqiÂè∞«Å£≈êàƒΩåÂ§•ƒº¥,"507, Cqi Taiwan Icp CqiÂè∞«Å£≈êàƒΩåÂ§•ƒº¥, 2014, Typica",Arabica,Taiwan,ÂòâÁæ©ÈòøÈáåÂ±±,7.92,7.92,7.83,7.58,7.33,7.25,10,10,10,7.17,83,Green,1200,1200,1200
508,2013,SL14,Star Cafe Ltd,"508, Star Cafe Ltd, 2013, SL14",Arabica,Uganda,kapchorwa,7.83,7.58,7.5,7.5,7.58,7.5,10,10,10,7.5,83,Green,1800,1800,1800
509,2013,Other,German Negron,"509, German Negron, 2013, Other",Arabica,United States,yauco region,7.67,7.5,7.67,7.83,7.75,7.83,10,10,9.33,7.42,83,Bluish-Green,260.128512,260.128512,260.128512
510,2014,Bourbon,Juan Luis Alvarado Romero,"510, Juan Luis Alvarado Romero, 2014, Bourbon",Arabica,Guatemala,antigua,7.67,7.67,7.42,7.83,7.5,7.5,10,10,10,7.42,83,Green,1500,1500,1500
511,2013,Catuai,Eric Thormaehlen,"511, Eric Thormaehlen, 2013, Catuai",Arabica,Costa Rica,central valley,7.67,7.58,7.5,7.58,7.5,7.5,10,10,10,7.67,83,Green,1100,1300,1200
512,2013,Yellow Bourbon,Jacques Pereira Carneiro,"512, Jacques Pereira Carneiro, 2013, Yellow Bourbon",Arabica,Brazil,sul de minas,7.75,7.58,7.42,7.67,7.42,7.67,10,10,10,7.5,83,Bluish-Green,1250,1250,1250
513,2013,Caturra,Racafe & Cia S.C.A,"513, Racafe & Cia S.C.A, 2013, Caturra",Arabica,Colombia,huila,7.75,7.42,7.33,7.5,7.58,7.17,10,10,10,8.25,83,Green,1600,1950,1775
514,2013,Caturra,Exportadora De Cafe Condor S.A,"514, Exportadora De Cafe Condor S.A, 2013, Caturra",Arabica,Colombia,huila,7.83,7.5,7.58,7.33,7.5,7.67,10,10,10,7.58,83,Green,1750,1750,1750
515,2013,Caturra,Carcafe Ltda Ci,"515, Carcafe Ltda Ci, 2013, Caturra",Arabica,Colombia,pitalito,7.33,7.67,7.75,7.42,7.75,7.58,10,10,10,7.5,83,Green,1000,1000,1000
516,2013,Caturra,Carcafe Ltda Ci,"516, Carcafe Ltda Ci, 2013, Caturra",Arabica,Colombia,pitalito,7.58,7.75,7.42,7.67,7.58,7.42,10,10,10,7.58,83,Green,1000,1000,1000
517,2012,Caturra,Racafe & Cia S.C.A,"517, Racafe & Cia S.C.A, 2012, Caturra",Arabica,Colombia,huila,7.5,7.5,7.42,7.58,7.75,7.58,10,10,10,7.67,83,Green,1600,1950,1775
518,2012,Typica,Rosa Aurora Falcon Fernandez,"518, Rosa Aurora Falcon Fernandez, 2012, Typica",Arabica,Mexico,coatepec,7.67,7.58,7.42,7.5,7.67,7.58,10,10,10,7.58,83,Green,750,750,750
519,2012,Typica,Santiago Solis Ayerdi,"519, Santiago Solis Ayerdi, 2012, Typica",Arabica,Mexico,atoyac de alvarez,7.67,7.83,7.5,7.58,7.58,7.67,9.33,10,10,7.83,83,Green,1200,1200,1200
520,2012,Bourbon,Alfredo Bojalil,"520, Alfredo Bojalil, 2012, Bourbon",Arabica,Mexico,coatepec,7.5,7.67,7.5,7.5,7.58,7.58,10,10,10,7.67,83,Green,1200,1200,1200
521,2012,Arusha,Exportadora De Cafe Condor S.A,"521, Exportadora De Cafe Condor S.A, 2012, Arusha",Arabica,Colombia,,7.67,7.58,7.5,7.5,7.75,7.5,10,10,10,7.5,83,,,,
522,2012,Caturra,Exportadora De Cafe Condor S.A,"522, Exportadora De Cafe Condor S.A, 2012, Caturra",Arabica,Colombia,huila,7.75,7.58,7.5,7.67,7.83,7.75,9.33,10,10,7.58,83,Green,1500,1750,1625
523,2012,Caturra,Exportadora De Cafe Condor S.A,"523, Exportadora De Cafe Condor S.A, 2012, Caturra",Arabica,Colombia,huila,7.67,7.58,7.58,7.58,7.67,7.42,10,10,10,7.5,83,Green,1750,1750,1750
524,2012,Bourbon,Juan Luis Alvarado Romero,"524, Juan Luis Alvarado Romero, 2012, Bourbon",Arabica,Guatemala,"la reforma, san marcos",7.5,7.67,7.5,7.67,7.5,7.83,10,10,10,7.33,83,Green,418.06368,418.06368,418.06368
525,2011,Caturra,Racafe & Cia S.C.A,"525, Racafe & Cia S.C.A, 2011, Caturra",Arabica,Colombia,la plata,7.67,7.67,7.58,7.5,7.67,7.42,10,10,10,7.5,83,Bluish-Green,1600,1950,1775
526,2011,,Doi Tung Development Project,"526, Doi Tung Development Project, 2011",Arabica,Thailand,,7.33,7.67,7.58,7.5,7.75,7.67,10,10,10,7.5,83,,,,
527,,,Racafe & Cia S.C.A,"527, Racafe & Cia S.C.A",Arabica,Colombia,cauca,7.33,7.67,7.58,7.33,7.58,7.92,10,10,10,7.58,83,,1050,1850,1450
528,,,Kona Pacific Farmers Cooperative,"528, Kona Pacific Farmers Cooperative",Arabica,United States,,7.83,7.83,7.67,7.83,7.92,7.83,9.33,9.33,9.33,8.08,83,,,,
529,,,Kona Pacific Farmers Cooperative,"529, Kona Pacific Farmers Cooperative",Arabica,United States,,7.5,7.58,7.42,7.58,7.58,7.67,10,10,10,7.67,83,,,,
530,2011,,Exportadora De Cafe Condor S.A,"530, Exportadora De Cafe Condor S.A, 2011",Arabica,Colombia,huila,7.5,7.58,7.67,7.67,7.58,7.58,10,10,10,7.42,83,,1800,1800,1800
531,2009,Caturra,Grounds For Health Admin,"531, Grounds For Health Admin, 2009, Caturra",Arabica,Nicaragua,matagalpa,7.58,7.83,7.75,7.92,7.92,8.08,9.33,9.33,9.33,7.92,83,,,,
532,,,Doi Tung Development Project,"532, Doi Tung Development Project",Arabica,Thailand,,7.5,7.25,7.42,7.75,8.17,7.5,10,10,10,7.42,83,,,,
533,2017,Bourbon,Ipanema Coffees,"533, Ipanema Coffees, 2017, Bourbon",Arabica,Brazil,south of minas,7.67,7.58,7.5,7.58,7.58,7.5,10,10,10,7.5,82.92,Green,890,890,890
534,2017,Bourbon,Consejo Salvadore„±O Del Caf„©,"534, Consejo Salvadore„±O Del Caf„©, 2017, Bourbon",Arabica,El Salvador,apaneca,7.5,7.5,7.75,7.58,7.92,7.83,10,10,9.33,7.5,82.92,Green,1350,1350,1350
535,2017,Caturra,Racafe & Cia S.C.A,"535, Racafe & Cia S.C.A, 2017, Caturra",Arabica,Colombia,guayata,7.58,7.67,7.5,7.33,7.67,7.58,10,10,10,7.58,82.92,Green,1500,1500,1500
536,2016,Caturra,"Lin, Che-Hao Krude ∆ûó≈ì≤»±™","536, Lin, Che-Hao Krude ∆ûó≈ì≤»±™, 2016, Caturra",Arabica,Taiwan,"dongshan dist., tainan city Ëá∫ÂçóÂ∏ÇÊù±Â±±ÂçÄ",7.17,7.83,7.25,7.67,7.67,7.58,10,10,10,7.75,82.92,Green,350,350,350
537,2016,Ethiopian Heirlooms,Cqi Taiwan Icp CqiÂè∞«Å£≈êàƒΩåÂ§•ƒº¥,"537, Cqi Taiwan Icp CqiÂè∞«Å£≈êàƒΩåÂ§•ƒº¥, 2016, Ethiopian Heirlooms",Arabica,Ethiopia,"blida,kercha,guji,oromia",7.58,7.58,7.5,7.5,7.58,7.58,10,10,10,7.58,82.92,Bluish-Green,2000,2000,2000
538,2014,Typica,Cqi Taiwan Icp CqiÂè∞«Å£≈êàƒΩåÂ§•ƒº¥,"538, Cqi Taiwan Icp CqiÂè∞«Å£≈êàƒΩåÂ§•ƒº¥, 2014, Typica",Arabica,Taiwan,Âè∞Êù±Â§™È∫ªÈáå,7.5,7.58,7.67,7.33,7.5,7.75,10,10,10,7.58,82.92,Green,775,775,775
539,2015,Other,Renee A. Perrine,"539, Renee A. Perrine, 2015, Other",Arabica,Philippines,"bukidnon, mindanao, philppines",7.58,7.58,7.67,7.58,7.5,7.5,10,10,10,7.5,82.92,Blue-Green,1200,1200,1200
540,2014,Other,Zarah Zamora Perez,"540, Zarah Zamora Perez, 2014, Other",Arabica,Philippines,asia pacific,8.08,7.5,7.67,7.42,7.33,7.5,10,10,10,7.42,82.92,Bluish-Green,1600,1600,1600
541,2015,Typica,Productos Y Servicios Chilindron S.A. De C.V.,"541, Productos Y Servicios Chilindron S.A. De C.V., 2015, Typica",Arabica,Mexico,cuarente√±o,7.83,7.67,7.25,7.58,7.5,7.5,10,10,10,7.58,82.92,Blue-Green,1059,1059,1059
542,2015,Bourbon,Andrew Bowman,"542, Andrew Bowman, 2015, Bourbon",Arabica,Mexico,chiapas,7.75,7.67,7.42,7.42,7.75,7.5,10,10,10,7.42,82.92,Bluish-Green,1300,1300,1300
